Product_ID,Product_Name,Category,Attribute,Carbon_Footprint_kgCO2e,Water_Usage_Liters,Resource_Sourcing,Manufacturing_Impact,Certification,Compliance_with_Standards,User_Preference,Price_Range_USD,Availability,Brand
30841,EcoEssentials Organic T-Shirt,Clothing,Low-Waste,79.81,188.77,Non-Sustainable,Low,Energy Star,None,Low Carbon,12.5,Out of Stock,EcoBrand
14875,PureEarth Eco-Friendly Jeans,Clothing,Organic,31.22,76.42,Sustainable,Low,Fair Trade,ISO 14001,Low Carbon,323.06,Out of Stock,EnviroGoods
7593,GreenLife Solar Lantern,Outdoor,Recyclable,80.39,12.03,Sustainable,Low,Fair Trade,ISO 14001,Recyclable,26.13,In Stock,GreenChoice
46467,GreenLife Cotton Socks,Clothing,Low-Waste,3.45,128.94,Non-Sustainable,Low,Fair Trade,None,Organic,280.89,In Stock,GreenChoice
26129,EcoEssentials Recycled Notebook,Office Supplies,Recyclable,42.35,159.31,Partially Sustainable,Low,USDA Organic,ISO 14001,Energy Efficient,45.28,Out of Stock,EnviroGoods
26588,SustainPlus Water Purifier,Home Appliances,Energy-Efficient,78.34,70.28,Partially Sustainable,Medium,Fair Trade,None,Eco-Certified,443.03,In Stock,EnviroGoods
21841,SustainPlus Smart Thermostat,Electronics,Recyclable,8.08,68.85,Partially Sustainable,High,None,ISO 14001,Eco-Certified,120.18,Out of Stock,NaturePro
45478,PureEarth Vegan Lip Balm,Beauty,Organic,74.64,76.81,Partially Sustainable,Medium,FSC,ISO 14001,Eco-Certified,34.99,In Stock,EnviroGoods
41337,EcoEssentials Organic Coffee,Food,Renewable Material,42.78,182.39,Sustainable,High,FSC,None,Energy Efficient,76.27,Out of Stock,NaturePro
37486,EcoSmart Recycled Fabric Scarf,Clothing,Recyclable,19.44,22.29,Sustainable,Low,USDA Organic,ISO 14001,Eco-Certified,95.58,Out of Stock,CleanEarth
31605,EcoSmart LED Lamp,Home Appliances,Renewable Material,65.04,141.7,Sustainable,High,None,None,Eco-Certified,38.34,Out of Stock,CleanEarth
24143,GreenLife Organic Soap,Beauty,Organic,34.51,188.78,Sustainable,High,None,ISO 14001,Energy Efficient,499.47,In Stock,EnviroGoods
4372,SustainPlus Hemp Jacket,Clothing,Recyclable,57.14,85.24,Sustainable,Medium,None,None,Low Carbon,111.97,Out of Stock,SustainCo
22009,PureEarth Recycled Blender,Home Appliances,Organic,91.85,183.67,Non-Sustainable,High,None,ISO 14001,Eco-Certified,25.41,In Stock,GreenChoice
4362,PureEarth Recycled Paper,Office Supplies,Energy-Efficient,69.5,39.76,Sustainable,High,FSC,None,Low Carbon,212.97,In Stock,CleanEarth
49500,PureEarth Vegan Chocolate,Food,Biodegradable,79.43,151.44,Sustainable,Medium,Energy Star,ISO 14001,Recyclable,254.99,Out of Stock,EcoBrand
18423,GreenLife LED Light Bulb,Electronics,Biodegradable,35.53,168.4,Sustainable,Medium,USDA Organic,None,Recyclable,112.84,Out of Stock,SustainCo
27659,GreenLife LED Light Bulb,Electronics,Biodegradable,56.21,161.27,Sustainable,Medium,None,None,Energy Efficient,433.07,Out of Stock,NaturePro
10514,GreenLife Gluten-Free Pasta,Food,Energy-Efficient,49.01,28.67,Sustainable,High,FSC,None,Energy Efficient,225.08,Out of Stock,EcoBrand
2864,EcoSmart Aloe Vera Gel,Beauty,Organic,71.16,156.06,Sustainable,Low,FSC,ISO 14001,Eco-Certified,427.17,In Stock,NaturePro
30696,GreenLife Organic Soap,Beauty,Energy-Efficient,81.35,23.0,Sustainable,Low,Energy Star,None,Eco-Certified,156.64,In Stock,CleanEarth
9175,PureEarth Laptop,Electronics,Organic,55.23,97.07,Non-Sustainable,Low,Energy Star,None,Organic,202.95,In Stock,EcoBrand
3306,EcoSmart Reusable Planner,Office Supplies,Energy-Efficient,70.32,61.58,Non-Sustainable,Medium,Energy Star,ISO 14001,Eco-Certified,96.45,Out of Stock,EnviroGoods
17561,PureEarth Eco-Friendly Jeans,Clothing,Energy-Efficient,97.59,75.92,Non-Sustainable,High,USDA Organic,ISO 14001,Low Carbon,37.11,In Stock,GreenChoice
37704,SustainPlus Eco-Friendly Stapler,Office Supplies,Renewable Material,29.61,165.16,Partially Sustainable,High,Energy Star,ISO 14001,Recyclable,27.46,In Stock,CleanEarth
7916,GreenLife LED Light Bulb,Electronics,Biodegradable,45.55,176.15,Sustainable,High,USDA Organic,None,Recyclable,325.17,In Stock,CleanEarth
2524,SustainPlus Hiking Backpack,Outdoor,Renewable Material,45.19,121.06,Non-Sustainable,Low,Fair Trade,None,Recyclable,271.37,Out of Stock,CleanEarth
36479,PureEarth Recycled Blender,Home Appliances,Organic,4.9,110.58,Partially Sustainable,Low,Energy Star,ISO 14001,Eco-Certified,192.06,Out of Stock,EnviroGoods
34622,GreenLife Cotton Socks,Clothing,Organic,2.64,122.31,Partially Sustainable,High,Energy Star,None,Energy Efficient,286.73,In Stock,NaturePro
3840,GreenLife Solar Fan,Home Appliances,Recyclable,4.23,76.83,Sustainable,Low,FSC,None,Recyclable,446.49,In Stock,CleanEarth
6406,GreenLife Gluten-Free Pasta,Food,Organic,37.28,41.13,Sustainable,Medium,FSC,ISO 14001,Energy Efficient,152.93,Out of Stock,CleanEarth
9361,SustainPlus Hemp Jacket,Clothing,Biodegradable,30.4,197.79,Partially Sustainable,High,Energy Star,ISO 14001,Energy Efficient,223.61,In Stock,EcoBrand
47295,PureEarth Camping Stove,Outdoor,Renewable Material,42.84,174.66,Partially Sustainable,Low,None,None,Organic,74.91,In Stock,GreenChoice
21379,PureEarth Recycled Blender,Home Appliances,Recyclable,19.16,51.04,Sustainable,Low,Fair Trade,ISO 14001,Eco-Certified,427.91,Out of Stock,GreenChoice
3874,PureEarth Camping Stove,Outdoor,Energy-Efficient,79.47,151.2,Non-Sustainable,Low,None,None,Low Carbon,392.99,In Stock,NaturePro
32732,EcoSmart Energy-Efficient Speaker,Electronics,Low-Waste,66.3,196.43,Partially Sustainable,Low,USDA Organic,None,Recyclable,288.37,Out of Stock,GreenChoice
44538,GreenLife Solar Fan,Home Appliances,Organic,72.94,152.89,Non-Sustainable,High,Fair Trade,None,Eco-Certified,67.65,In Stock,SustainCo
18616,SustainPlus Water Purifier,Home Appliances,Energy-Efficient,56.84,95.35,Non-Sustainable,Low,Energy Star,ISO 14001,Organic,288.82,In Stock,GreenChoice
35066,EcoEssentials Organic T-Shirt,Clothing,Recyclable,12.88,62.64,Sustainable,Medium,Energy Star,ISO 14001,Eco-Certified,307.4,In Stock,CleanEarth
47236,EcoSmart Biodegradable Sleeping Bag,Outdoor,Recyclable,17.68,139.31,Non-Sustainable,High,Energy Star,None,Eco-Certified,277.37,Out of Stock,GreenChoice
41644,EcoSmart Aloe Vera Gel,Beauty,Renewable Material,17.12,122.15,Non-Sustainable,Medium,FSC,ISO 14001,Energy Efficient,151.04,In Stock,EnviroGoods
28562,PureEarth Vegan Chocolate,Food,Energy-Efficient,86.43,106.92,Non-Sustainable,Low,Energy Star,ISO 14001,Low Carbon,248.22,In Stock,EcoBrand
11166,EcoSmart Aloe Vera Gel,Beauty,Organic,26.97,159.36,Sustainable,Medium,None,None,Organic,431.2,In Stock,SustainCo
43590,SustainPlus Smart Thermostat,Electronics,Biodegradable,76.22,25.9,Non-Sustainable,Low,Fair Trade,None,Eco-Certified,133.53,Out of Stock,GreenChoice
19654,GreenLife Gluten-Free Pasta,Food,Biodegradable,53.14,65.42,Non-Sustainable,Medium,Fair Trade,ISO 14001,Low Carbon,179.29,Out of Stock,EcoBrand
37333,PureEarth Camping Stove,Outdoor,Renewable Material,33.17,58.37,Sustainable,Medium,None,None,Organic,313.71,In Stock,SustainCo
16414,EcoSmart Reusable Planner,Office Supplies,Organic,87.78,11.65,Non-Sustainable,Medium,None,None,Organic,247.02,In Stock,SustainCo
6413,EcoSmart LED Lamp,Home Appliances,Renewable Material,45.66,165.91,Non-Sustainable,Low,None,None,Energy Efficient,238.31,Out of Stock,EcoBrand
24720,SustainPlus Hemp Jacket,Clothing,Energy-Efficient,23.04,15.11,Sustainable,Low,FSC,ISO 14001,Eco-Certified,145.42,In Stock,GreenChoice
9129,SustainPlus Almond Milk,Food,Organic,88.1,194.85,Non-Sustainable,Medium,Energy Star,None,Recyclable,365.74,In Stock,CleanEarth
42517,EcoSmart Biodegradable Sleeping Bag,Outdoor,Recyclable,11.49,160.46,Non-Sustainable,Low,None,ISO 14001,Eco-Certified,316.74,In Stock,GreenChoice
38605,SustainPlus Water Purifier,Home Appliances,Renewable Material,61.7,88.02,Non-Sustainable,Medium,None,ISO 14001,Organic,42.79,In Stock,EcoBrand
42589,EcoEssentials Recycled Tent,Outdoor,Low-Waste,62.22,171.67,Non-Sustainable,Low,None,None,Organic,456.22,In Stock,SustainCo
24544,EcoEssentials Recycled Tent,Outdoor,Organic,53.83,40.81,Non-Sustainable,High,Fair Trade,None,Organic,197.81,In Stock,GreenChoice
8706,EcoSmart LED Lamp,Home Appliances,Energy-Efficient,70.58,157.5,Sustainable,Low,Fair Trade,None,Recyclable,289.46,Out of Stock,CleanEarth
19669,EcoEssentials Organic Coffee,Food,Organic,19.01,178.51,Partially Sustainable,Medium,Energy Star,ISO 14001,Organic,39.18,Out of Stock,CleanEarth
10262,SustainPlus Hiking Backpack,Outdoor,Recyclable,55.83,113.24,Partially Sustainable,Low,FSC,None,Energy Efficient,408.72,Out of Stock,CleanEarth
33487,PureEarth Camping Stove,Outdoor,Low-Waste,47.45,52.33,Non-Sustainable,Low,FSC,None,Low Carbon,55.27,Out of Stock,SustainCo
4035,PureEarth Camping Stove,Outdoor,Low-Waste,72.12,49.63,Sustainable,Low,FSC,ISO 14001,Eco-Certified,49.51,Out of Stock,NaturePro
35073,GreenLife Biodegradable Pen,Office Supplies,Low-Waste,50.67,36.78,Non-Sustainable,High,None,None,Low Carbon,49.28,In Stock,EnviroGoods
47015,SustainPlus Cruelty-Free Moisturizer,Beauty,Biodegradable,82.92,182.17,Partially Sustainable,Medium,Fair Trade,ISO 14001,Recyclable,17.56,In Stock,GreenChoice
31221,EcoEssentials Energy-Saving Kettle,Home Appliances,Low-Waste,89.88,79.07,Sustainable,Low,Energy Star,None,Energy Efficient,371.35,In Stock,EcoBrand
18118,SustainPlus Water Purifier,Home Appliances,Recyclable,21.01,115.4,Sustainable,Low,FSC,ISO 14001,Energy Efficient,334.68,Out of Stock,SustainCo
33660,SustainPlus Eco-Friendly Stapler,Office Supplies,Low-Waste,75.48,26.44,Partially Sustainable,Medium,Fair Trade,ISO 14001,Energy Efficient,333.62,In Stock,GreenChoice
5239,SustainPlus Hemp Jacket,Clothing,Energy-Efficient,85.76,170.5,Sustainable,High,USDA Organic,ISO 14001,Organic,262.25,In Stock,EnviroGoods
48503,GreenLife Solar Lantern,Outdoor,Organic,13.34,122.31,Non-Sustainable,Medium,Fair Trade,ISO 14001,Organic,87.82,Out of Stock,GreenChoice
1830,SustainPlus Cruelty-Free Moisturizer,Beauty,Energy-Efficient,96.13,108.49,Non-Sustainable,High,USDA Organic,ISO 14001,Low Carbon,213.07,In Stock,GreenChoice
37257,GreenLife Biodegradable Pen,Office Supplies,Energy-Efficient,32.38,24.39,Partially Sustainable,High,USDA Organic,None,Low Carbon,224.73,In Stock,CleanEarth
1988,EcoEssentials Organic Coffee,Food,Biodegradable,53.16,153.08,Non-Sustainable,Medium,FSC,ISO 14001,Organic,190.71,In Stock,GreenChoice
14568,EcoSmart Energy-Efficient Speaker,Electronics,Energy-Efficient,87.51,127.13,Sustainable,High,None,None,Low Carbon,424.36,Out of Stock,EcoBrand
25022,PureEarth Recycled Blender,Home Appliances,Low-Waste,96.84,86.9,Non-Sustainable,Low,None,ISO 14001,Energy Efficient,247.38,Out of Stock,EnviroGoods
6632,EcoEssentials Recycled Notebook,Office Supplies,Organic,7.73,44.52,Non-Sustainable,Medium,FSC,ISO 14001,Organic,153.61,Out of Stock,GreenChoice
10129,SustainPlus Smart Thermostat,Electronics,Recyclable,77.47,113.79,Partially Sustainable,High,USDA Organic,ISO 14001,Recyclable,159.31,In Stock,GreenChoice
8765,SustainPlus Almond Milk,Food,Energy-Efficient,68.24,84.64,Non-Sustainable,Low,USDA Organic,ISO 14001,Low Carbon,234.21,In Stock,GreenChoice
37292,PureEarth Camping Stove,Outdoor,Low-Waste,47.14,69.62,Partially Sustainable,Low,USDA Organic,None,Eco-Certified,403.43,Out of Stock,EcoBrand
1677,GreenLife Organic Soap,Beauty,Organic,87.13,65.2,Non-Sustainable,Medium,Fair Trade,ISO 14001,Energy Efficient,196.55,In Stock,CleanEarth
10140,EcoEssentials Solar Charger,Electronics,Renewable Material,92.16,145.43,Non-Sustainable,Medium,None,None,Low Carbon,350.4,Out of Stock,EnviroGoods
11689,EcoEssentials Solar Charger,Electronics,Organic,40.93,120.61,Sustainable,Medium,USDA Organic,ISO 14001,Low Carbon,252.42,In Stock,SustainCo
43638,EcoEssentials Organic Coffee,Food,Energy-Efficient,64.99,82.85,Partially Sustainable,Medium,FSC,ISO 14001,Recyclable,47.61,Out of Stock,NaturePro
28111,PureEarth Laptop,Electronics,Renewable Material,35.47,136.64,Non-Sustainable,Medium,Fair Trade,None,Organic,489.36,Out of Stock,GreenChoice
29672,GreenLife Organic Soap,Beauty,Energy-Efficient,3.44,11.82,Sustainable,Medium,FSC,ISO 14001,Energy Efficient,59.5,Out of Stock,EnviroGoods
9247,PureEarth Recycled Blender,Home Appliances,Low-Waste,97.82,142.2,Non-Sustainable,Low,None,None,Eco-Certified,96.13,Out of Stock,EnviroGoods
10117,SustainPlus Smart Thermostat,Electronics,Organic,71.62,17.17,Partially Sustainable,Medium,None,ISO 14001,Energy Efficient,448.71,In Stock,EcoBrand
24599,PureEarth Vegan Lip Balm,Beauty,Organic,34.6,18.59,Sustainable,Medium,USDA Organic,None,Energy Efficient,101.58,In Stock,EnviroGoods
735,EcoSmart Organic Green Tea,Food,Recyclable,37.89,177.85,Partially Sustainable,Medium,None,ISO 14001,Eco-Certified,488.1,In Stock,CleanEarth
38709,EcoSmart Recycled Fabric Scarf,Clothing,Low-Waste,3.29,165.65,Sustainable,Medium,None,ISO 14001,Low Carbon,233.83,Out of Stock,CleanEarth
11893,EcoSmart Reusable Planner,Office Supplies,Energy-Efficient,6.26,112.46,Non-Sustainable,Medium,None,None,Low Carbon,118.58,Out of Stock,GreenChoice
13192,EcoSmart Reusable Planner,Office Supplies,Energy-Efficient,21.94,168.05,Sustainable,High,None,ISO 14001,Low Carbon,360.94,Out of Stock,CleanEarth
36981,EcoSmart Energy-Efficient Speaker,Electronics,Organic,50.94,125.01,Partially Sustainable,High,None,ISO 14001,Low Carbon,188.83,In Stock,SustainCo
14841,EcoSmart Reusable Planner,Office Supplies,Renewable Material,67.86,101.64,Non-Sustainable,Medium,USDA Organic,ISO 14001,Eco-Certified,64.19,Out of Stock,EcoBrand
15422,EcoEssentials Recycled Notebook,Office Supplies,Recyclable,61.95,81.3,Partially Sustainable,High,Fair Trade,None,Organic,180.71,In Stock,EnviroGoods
38636,EcoSmart Energy-Efficient Speaker,Electronics,Energy-Efficient,7.3,180.9,Partially Sustainable,Low,FSC,None,Recyclable,97.02,In Stock,CleanEarth
27900,EcoEssentials Organic T-Shirt,Clothing,Recyclable,87.23,14.51,Partially Sustainable,High,None,ISO 14001,Low Carbon,152.24,Out of Stock,EcoBrand
22382,GreenLife Biodegradable Pen,Office Supplies,Biodegradable,6.21,52.85,Non-Sustainable,High,Fair Trade,None,Recyclable,400.01,In Stock,SustainCo
5038,EcoEssentials Energy-Saving Kettle,Home Appliances,Organic,12.74,150.64,Non-Sustainable,High,USDA Organic,None,Organic,179.34,In Stock,EnviroGoods
31733,SustainPlus Water Purifier,Home Appliances,Biodegradable,15.83,134.56,Sustainable,Low,USDA Organic,ISO 14001,Low Carbon,206.97,Out of Stock,NaturePro
4127,EcoEssentials Organic Coffee,Food,Biodegradable,50.39,199.39,Sustainable,Low,USDA Organic,ISO 14001,Energy Efficient,217.57,In Stock,NaturePro
26112,GreenLife LED Light Bulb,Electronics,Renewable Material,82.46,111.36,Sustainable,Medium,USDA Organic,ISO 14001,Recyclable,438.35,In Stock,EcoBrand
31986,SustainPlus Almond Milk,Food,Biodegradable,43.34,63.12,Sustainable,Medium,Energy Star,None,Organic,206.69,Out of Stock,GreenChoice
22200,GreenLife Biodegradable Pen,Office Supplies,Recyclable,70.0,68.3,Sustainable,Medium,None,ISO 14001,Energy Efficient,427.27,Out of Stock,SustainCo
8517,EcoEssentials Organic T-Shirt,Clothing,Renewable Material,43.02,33.92,Non-Sustainable,Low,Energy Star,None,Eco-Certified,57.29,In Stock,NaturePro
23686,PureEarth Vegan Chocolate,Food,Energy-Efficient,14.92,90.93,Sustainable,Low,Energy Star,None,Organic,111.7,Out of Stock,SustainCo
37530,EcoSmart Recycled Fabric Scarf,Clothing,Renewable Material,59.46,41.18,Sustainable,Low,None,ISO 14001,Energy Efficient,153.16,In Stock,CleanEarth
49577,EcoEssentials Solar Charger,Electronics,Low-Waste,3.96,31.92,Non-Sustainable,Medium,Energy Star,ISO 14001,Recyclable,155.73,Out of Stock,EnviroGoods
42159,PureEarth Eco-Friendly Jeans,Clothing,Organic,88.13,186.83,Non-Sustainable,Medium,None,ISO 14001,Recyclable,83.56,Out of Stock,EcoBrand
45323,SustainPlus Hiking Backpack,Outdoor,Organic,80.64,134.91,Non-Sustainable,Low,Energy Star,ISO 14001,Low Carbon,12.93,In Stock,SustainCo
28510,EcoEssentials Energy-Saving Kettle,Home Appliances,Renewable Material,75.24,91.59,Non-Sustainable,Low,USDA Organic,None,Organic,460.33,Out of Stock,NaturePro
21000,GreenLife Solar Lantern,Outdoor,Recyclable,57.49,185.27,Sustainable,High,Fair Trade,None,Low Carbon,358.28,In Stock,CleanEarth
23491,EcoEssentials Natural Shampoo,Beauty,Biodegradable,74.76,179.68,Non-Sustainable,Medium,FSC,ISO 14001,Eco-Certified,419.54,Out of Stock,GreenChoice
9306,PureEarth Camping Stove,Outdoor,Renewable Material,47.18,165.33,Partially Sustainable,Low,None,ISO 14001,Organic,489.81,Out of Stock,NaturePro
30051,EcoEssentials Natural Shampoo,Beauty,Biodegradable,41.2,169.9,Partially Sustainable,High,USDA Organic,ISO 14001,Recyclable,359.36,In Stock,CleanEarth
40248,GreenLife Solar Fan,Home Appliances,Low-Waste,40.94,19.12,Partially Sustainable,High,FSC,None,Low Carbon,238.11,In Stock,GreenChoice
40070,GreenLife Cotton Socks,Clothing,Energy-Efficient,88.34,180.99,Sustainable,High,None,ISO 14001,Energy Efficient,378.07,Out of Stock,GreenChoice
816,GreenLife LED Light Bulb,Electronics,Low-Waste,34.86,176.95,Non-Sustainable,Medium,FSC,ISO 14001,Energy Efficient,432.5,Out of Stock,SustainCo
16292,EcoSmart Organic Green Tea,Food,Organic,90.94,138.53,Non-Sustainable,High,FSC,ISO 14001,Organic,475.52,In Stock,EcoBrand
3860,GreenLife Solar Lantern,Outdoor,Low-Waste,29.25,86.36,Non-Sustainable,Medium,None,None,Energy Efficient,293.37,In Stock,EnviroGoods
13527,GreenLife Biodegradable Pen,Office Supplies,Low-Waste,19.92,194.57,Non-Sustainable,High,Energy Star,None,Organic,68.55,Out of Stock,NaturePro
11319,GreenLife Biodegradable Pen,Office Supplies,Renewable Material,22.25,136.93,Sustainable,High,None,None,Energy Efficient,179.13,Out of Stock,EnviroGoods
44529,EcoEssentials Solar Charger,Electronics,Recyclable,82.88,159.76,Sustainable,High,Fair Trade,None,Organic,220.47,In Stock,EcoBrand
49593,SustainPlus Smart Thermostat,Electronics,Energy-Efficient,19.23,170.74,Sustainable,Medium,None,ISO 14001,Low Carbon,108.74,In Stock,CleanEarth
44453,EcoSmart Energy-Efficient Speaker,Electronics,Renewable Material,47.58,46.42,Non-Sustainable,Medium,USDA Organic,None,Energy Efficient,253.76,In Stock,GreenChoice
15819,GreenLife Gluten-Free Pasta,Food,Biodegradable,84.58,89.95,Sustainable,Medium,FSC,None,Eco-Certified,274.74,Out of Stock,SustainCo
19716,PureEarth Recycled Paper,Office Supplies,Energy-Efficient,9.09,186.51,Partially Sustainable,Medium,None,ISO 14001,Low Carbon,255.96,Out of Stock,SustainCo
40851,SustainPlus Hiking Backpack,Outdoor,Recyclable,19.52,95.66,Non-Sustainable,Low,USDA Organic,ISO 14001,Recyclable,85.96,Out of Stock,CleanEarth
32165,EcoEssentials Organic Coffee,Food,Energy-Efficient,53.91,51.39,Non-Sustainable,High,Fair Trade,None,Eco-Certified,291.28,Out of Stock,GreenChoice
42921,EcoSmart Recycled Fabric Scarf,Clothing,Organic,41.97,66.01,Non-Sustainable,High,FSC,None,Recyclable,234.48,In Stock,CleanEarth
46589,GreenLife Cotton Socks,Clothing,Renewable Material,94.92,99.14,Partially Sustainable,High,None,ISO 14001,Energy Efficient,167.58,In Stock,CleanEarth
19831,EcoSmart LED Lamp,Home Appliances,Biodegradable,56.51,66.2,Partially Sustainable,Medium,Energy Star,None,Organic,429.52,In Stock,SustainCo
17380,EcoEssentials Energy-Saving Kettle,Home Appliances,Organic,92.05,32.77,Non-Sustainable,High,FSC,None,Low Carbon,474.18,In Stock,GreenChoice
22446,SustainPlus Hiking Backpack,Outdoor,Renewable Material,91.1,146.43,Non-Sustainable,High,Energy Star,ISO 14001,Eco-Certified,124.21,Out of Stock,EnviroGoods
19396,PureEarth Recycled Paper,Office Supplies,Energy-Efficient,69.68,139.67,Non-Sustainable,Medium,USDA Organic,None,Energy Efficient,484.34,Out of Stock,EcoBrand
15163,GreenLife Organic Soap,Beauty,Biodegradable,41.02,86.28,Non-Sustainable,High,FSC,None,Low Carbon,466.16,Out of Stock,EcoBrand
12838,EcoSmart Recycled Fabric Scarf,Clothing,Recyclable,81.44,70.78,Sustainable,Medium,FSC,None,Recyclable,76.69,In Stock,EnviroGoods
15279,SustainPlus Cruelty-Free Moisturizer,Beauty,Organic,89.05,57.29,Non-Sustainable,Low,USDA Organic,ISO 14001,Organic,376.04,In Stock,CleanEarth
39393,PureEarth Eco-Friendly Jeans,Clothing,Biodegradable,62.45,138.65,Non-Sustainable,High,USDA Organic,None,Recyclable,19.42,Out of Stock,EcoBrand
38085,SustainPlus Cruelty-Free Moisturizer,Beauty,Organic,79.38,184.98,Non-Sustainable,Low,Fair Trade,None,Eco-Certified,468.29,Out of Stock,EnviroGoods
48823,SustainPlus Almond Milk,Food,Organic,16.47,138.07,Partially Sustainable,Low,Energy Star,None,Energy Efficient,61.61,In Stock,CleanEarth
3908,EcoEssentials Recycled Tent,Outdoor,Biodegradable,7.23,93.4,Partially Sustainable,Medium,Fair Trade,ISO 14001,Low Carbon,196.3,In Stock,EnviroGoods
